project_id,emp_id,budget,start_date,status
7082078,726436,27310.0,2022-12-29,Completed
4036949,644051,179883.0,2023-11-09,Planned
8919146,133470,153539.0,2018-11-28,Planned
9253307,910240,197624.0,2024-10-16,Planned
7897573,836652,55229.0,2022-03-13,Planned
4390941,119422,164475.0,2023-10-18,Active
9059590,866064,128027.0,2024-03-03,Active
8513644,772187,24252.0,2022-09-21,Completed
1685544,555348,30260.0,2020-11-29,Active
3566869,559000,16516.0,2021-09-02,Completed
2277802,238911,179495.0,2020-08-29,Active
2967116,299716,24623.0,2024-06-03,Completed
8312071,871245,29579.0,2023-09-15,Active
1290774,715043,806882.0,2023-07-20,Completed
6848581,538733,37590.0,2020-05-04,Planned
5791949,195071,35565.0,2024-10-02,Completed
5522257,565140,42126.0,2021-07-12,Completed
8114755,708757,840677.0,2022-10-21,Active
4677866,587820,16058.0,2019-04-27,Completed
4701894,707230,35297.0,2021-09-30,Planned
3977516,245866,11066.0,2021-01-23,Completed
7335372,343216,13180.0,2022-05-13,Completed
9329996,183170,19386.0,2020-10-30,Active
3499278,629520,158331.0,2019-03-25,Completed
2014489,153947,185735.0,2020-11-29,Active
9155917,841017,11329.0,2018-10-28,Active
1083746,884664,49209.0,2019-10-12,Planned
9012106,629958,10037.0,2019-03-29,Planned
6917413,551205,93381.0,2018-11-08,Active
8479895,894094,1157561.0,2022-03-07,Completed
4087922,410984,42658.0,2019-10-27,Active
8728340,456275,26381.0,2024-03-19,Active
9448635,710039,717522.0,2018-11-25,Active
9041779,424753,92896.0,2020-10-26,Active
6772875,589860,23376.0,2024-01-20,Active
2065841,603988,26757.0,2023-06-15,Active
9654916,613473,28304.0,2023-10-17,Active
7806021,192678,48605.0,2018-12-14,Active
1336760,314825,23843.0,2022-08-30,Completed
1026902,958894,106482.0,2022-07-07,Completed
4783670,433558,106392.0,2018-11-12,Active
8589728,405674,48851.0,2020-05-02,Planned
7086326,415276,83687.0,2021-07-12,Planned
7563708,106079,129611.0,2020-07-12,Active
3677493,130643,44379.0,2023-04-26,Completed
5405101,436485,163724.0,2022-02-05,Planned
6147935,350931,20782.0,2023-03-07,Completed
9835426,444053,81530.0,2019-08-25,Active
8913331,657164,23180.0,2023-08-10,On-Hold
7871133,882263,40977.0,2023-08-18,Completed
2333901,496838,45276.0,2023-08-07,Active
1684033,333073,26783.0,2024-10-29,Completed
7070027,422519,49444.0,2024-08-19,Active
8437462,972460,393314.0,2020-01-07,Active
2668840,817637,10664.0,2018-01-31,Planned
4003747,147204,45867.0,2024-07-29,Active
7111880,277343,84168.0,2020-12-30,Completed
9993634,593192,12301.0,2018-07-15,Active
6090509,513749,42632.0,2024-02-18,Completed
4908705,922970,130440.0,2021-04-14,Active
2438134,280624,96144.0,2023-06-30,Active
4854719,111342,175604.0,2021-03-26,Active
7401310,549935,43574.0,2020-08-24,Planned
3379747,916126,35142.0,2024-04-20,Completed
2015991,353555,1019871.0,2018-11-13,Completed
9450123,808012,62252.0,2024-08-01,Active
6069661,209403,25271.0,2021-08-02,Active
4182147,542684,40367.0,2024-07-22,Active
2995294,736211,1194033.0,2022-02-25,Active
2540116,516113,80507.0,2021-09-12,Planned
4655962,717585,187512.0,2023-12-03,Completed
8785097,526442,28928.0,2022-11-25,Active
2208358,809177,14510.0,2018-11-20,Active
9420237,224119,53630.0,2022-06-10,Active
7062884,934974,124656.0,2022-11-05,Completed
7345830,402103,47934.0,2018-05-09,Completed
9609086,804855,42680.0,2020-07-13,Completed
3048323,585906,143568.0,2021-08-25,Completed
6516941,655634,44163.0,2020-11-25,Active
6677759,160471,45406.0,2024-07-07,Planned
6862618,430624,16833.0,2020-05-16,Active
4130366,849920,737093.0,2021-02-11,Active
5821255,200777,758081.0,2019-06-05,Completed
6977340,677095,42547.0,2023-05-05,On-Hold
1223581,770561,118193.0,2023-06-04,Completed
1048980,206675,22156.0,2018-07-14,Completed
1778761,842978,49104.0,2024-06-27,Active
4358209,863447,45671.0,2023-09-19,Completed
6110231,115142,16526.0,2023-12-03,Active
2438970,807851,32593.0,2019-05-02,Active
1316984,648600,27552.0,2021-04-26,Active
5741262,353787,68299.0,2018-07-10,Planned
8179376,607281,32184.0,2024-10-14,Completed
1957255,584010,42948.0,2018-11-30,Active
7736841,619297,658123.0,2018-02-14,Planned
9330842,332787,266357.0,2020-01-05,Completed
2690659,919507,1007458.0,2021-04-05,Active
9340805,730451,44220.0,2022-04-27,Planned
9198125,111517,149704.0,2023-01-27,Completed
3744368,117253,13996.0,2022-08-28,Completed
5874989,146694,118821.0,2021-06-02,Completed
8121113,675072,178702.0,2022-10-23,Active
3418858,827458,1051453.0,2021-05-24,On-Hold
5163611,529686,194827.0,2020-08-27,Active
7363665,111113,108812.0,2022-12-06,Completed
7222182,937525,117213.0,2021-10-11,Active
2957153,738326,585176.0,2020-01-28,Completed
4833101,434835,76350.0,2021-09-23,Active
9523775,822445,179735.0,2021-12-07,Active
2465522,906134,29014.0,2018-03-20,Active
1704029,836209,45941.0,2022-10-30,Active
8416196,796838,44043.0,2021-07-02,Active
4834872,639996,140232.0,2019-11-10,Planned
5213375,351559,187581.0,2023-04-26,Planned
5869675,806479,45791.0,2018-02-03,Active
3045808,123337,29932.0,2020-11-07,Completed
3280577,898917,36235.0,2022-06-28,Active
8346753,975124,18986.0,2020-07-01,Active
3611722,386332,15310.0,2022-12-31,Completed
1231568,248600,47175.0,2022-11-10,Active
3209803,922727,125646.0,2019-06-26,Active
4301248,894815,1127795.0,2019-04-03,Active
3317050,572242,43150.0,2018-10-22,Active
5711316,255461,194921.0,2018-09-20,Planned
2952424,952567,18498.0,2022-05-13,Active
5750807,269377,192671.0,2021-07-01,Completed
9938405,902138,34598.0,2024-08-03,Active
7535191,109543,1044121.0,2024-02-19,Active
5118276,786753,26821.0,2020-01-11,Completed
9441388,857490,144030.0,2020-12-23,Active
9447985,104729,281070.0,2022-06-12,Active
8695696,706417,123949.0,2018-06-25,Completed
2884427,107643,33051.0,2019-11-15,Active
8333245,472958,198493.0,2018-01-15,Active
2304911,432799,88213.0,2024-09-22,Completed
4562490,386503,47477.0,2019-06-15,Active
2891170,871477,45511.0,2019-04-25,Active
1711940,541328,143469.0,2021-12-01,Planned
4684534,732357,31806.0,2020-11-29,Active
1629364,619833,20596.0,2018-09-23,Active
2566098,985270,27347.0,2019-12-23,Completed
7962858,367760,467176.0,2018-09-09,Active
7183196,887386,15972.0,2021-10-19,Completed
8778102,213625,187525.0,2022-06-10,On-Hold
8376988,534881,31485.0,2024-01-27,Planned
4592293,872319,40868.0,2023-12-02,Planned
3188891,304687,764258.0,2024-10-04,Active
8976263,980878,29719.0,2022-02-05,Active
1786391,309411,369351.0,2024-08-19,Active
4413354,548605,,2020-10-03,Active
8130783,928031,1155436.0,2021-11-27,Planned
9139201,823823,642978.0,2024-04-06,Completed
5254844,808464,137888.0,2021-05-17,Completed
4410076,289366,149575.0,2019-08-25,Planned
4433215,337227,1190547.0,2018-12-11,Active
9457938,617171,161944.0,2020-10-29,Completed
3227701,112914,30719.0,2022-04-10,Planned
5712450,828190,152542.0,2023-08-24,Completed
4950323,493767,53915.0,2023-07-14,Active
2714899,449517,188875.0,2019-11-03,Completed
5553254,728912,42205.0,2021-04-07,Completed
4652775,485294,23689.0,2021-03-17,Active
2467594,330657,10502.0,2024-01-24,On-Hold
1366941,415039,886054.0,2018-04-06,On-Hold
4365567,740327,182660.0,2022-08-24,Active
9786196,392219,28286.0,2020-03-05,Planned
3958657,946536,55791.0,2018-06-30,Active
1513659,503395,189327.0,2020-01-05,Planned
6453863,335220,13796.0,2020-06-28,Planned
2466429,628594,17567.0,2022-10-26,Active
9983127,489922,120095.0,2018-10-14,Completed
6677140,539638,34222.0,2020-01-28,Active
6520043,765720,41204.0,2023-06-29,Active
3175690,514527,418036.0,2023-11-23,Completed
2136492,465842,14138.0,2023-06-29,Completed
7377023,274933,173807.0,2024-01-02,Active
6302699,799440,152940.0,2020-10-30,Planned
3283125,407872,865993.0,2024-01-25,Completed
9398716,810789,13716.0,2023-05-11,Completed
5117390,233946,42818.0,2024-04-01,Planned
2002168,185719,565494.0,2019-02-13,Active
7194123,237697,36153.0,2020-04-03,Completed
9489178,665057,49782.0,2019-02-14,Active
1181022,131234,40926.0,2022-08-21,Completed
1723733,407578,159513.0,2022-06-03,Planned
9682084,657081,173835.0,2021-08-10,Active
7297241,367121,129803.0,2021-11-30,Active
8403666,951639,706646.0,2019-11-07,Active
4241048,638950,198760.0,2023-02-01,Active
2960695,971525,19272.0,2018-04-10,Active
7014660,960597,67349.0,2024-01-08,On-Hold
1121077,939292,1087988.0,2019-03-16,Active
9414137,981414,17526.0,2024-04-29,Active
6242994,480749,1170747.0,2024-06-10,On-Hold
2688953,598264,1048885.0,2020-10-22,Active
5638191,842753,49387.0,2021-07-23,Completed
8829059,621284,15082.0,2021-05-22,Active
7326694,943554,22440.0,2023-11-06,On-Hold
8816079,419943,40933.0,2019-02-01,Completed
6966192,876828,32508.0,2019-10-22,Planned
7252682,542143,113168.0,2021-04-11,On-Hold
1582755,386332,754226.0,2023-03-15,Completed
3839157,297107,85659.0,2019-08-13,Planned
7959389,443591,,2023-04-28,Active
8890663,347297,12874.0,2024-08-26,Planned
4450642,490527,18177.0,2019-02-27,Completed
4688726,996179,79310.0,2022-07-12,On-Hold
8872402,235734,31007.0,2023-06-15,Planned
1414994,386356,18162.0,2021-02-14,Planned
6166768,581079,75101.0,2019-12-14,Planned
9235802,930628,35327.0,2018-01-09,Planned
7417438,659629,580282.0,2018-12-14,Completed
8338488,134743,77355.0,2020-02-10,Active
3266244,398840,143061.0,2021-01-23,Planned
4092755,912800,184347.0,2024-09-25,Active
8343925,468615,156417.0,2023-08-29,Active
3585418,787116,34090.0,2022-08-15,Completed
8670198,234971,70178.0,2023-03-15,Active
6247259,133286,19627.0,2020-12-03,Active
7439839,612738,21981.0,2018-03-28,Active
4957409,564098,189002.0,2024-02-23,Planned
8428094,121668,169380.0,2023-07-19,Active
5136801,447418,123350.0,2019-05-10,Planned
1418414,600828,37502.0,2021-01-11,Active
1022150,849583,37683.0,2022-10-24,Active
2063761,369901,15230.0,2019-05-06,Completed
8389944,883645,27576.0,2020-12-03,Completed
8350824,107420,15750.0,2021-08-22,Active
3632659,388896,61640.0,2022-05-12,Active
5797988,657563,37375.0,2023-11-19,Planned
7068930,704428,52693.0,2022-03-22,Active
7761571,653833,43176.0,2024-08-13,Active
5696801,458459,36552.0,2023-09-05,Active
1893877,141539,34625.0,2024-06-03,Completed
2599783,777199,142134.0,2021-07-15,Planned
4217828,500585,914975.0,2018-10-02,Active
6488303,968589,23683.0,2019-02-14,Completed
9336298,638236,173731.0,2022-11-12,Planned
1282419,616080,46495.0,2018-07-11,Active
5108282,343779,34197.0,2021-06-12,Completed
1343716,566425,12895.0,2021-09-07,Completed
8803928,687088,77123.0,2018-07-25,Completed
2481728,775345,13510.0,2022-06-18,Active
8605844,958720,39379.0,2021-04-18,Active
9893626,427594,881306.0,2023-04-02,Active
1616826,651659,17046.0,2023-01-20,Active
6259167,710996,114127.0,2020-05-25,On-Hold
8398955,678963,15770.0,2021-08-21,Planned
8656633,959440,181573.0,2022-10-03,Active
6533296,997909,43464.0,2019-04-21,Active
9686090,511047,20778.0,2020-07-09,Completed
7706545,195379,191786.0,2021-04-01,Completed
6952190,575525,136481.0,2024-05-28,Completed
1642592,937102,46384.0,2023-05-31,Active
4905384,454671,101981.0,2022-05-19,Planned
3925542,801776,149415.0,2023-01-24,Completed
4474844,991874,44595.0,2020-07-10,Completed
6186951,195071,13197.0,2022-07-25,Active
9049570,605945,575019.0,2023-08-12,Active
7050665,347564,11315.0,2019-01-28,Completed
2603604,303631,25896.0,2020-08-21,Active
1220017,452497,,2019-06-12,Active
5432476,707083,122224.0,2018-01-21,Active
2147663,282838,35580.0,2018-04-19,Active
5797774,395197,15354.0,2023-11-06,Active
3919895,797214,23820.0,2024-08-06,Active
4969146,426222,20274.0,2024-01-08,Active
5827277,880142,1097349.0,2018-01-26,Planned
7904364,365513,16253.0,2019-08-13,Active
9490580,814924,19625.0,2021-11-17,Planned
4848296,657275,610239.0,2022-02-28,Planned
6336647,762230,833106.0,2018-11-06,Completed
7503805,489282,241712.0,2021-04-07,Active
3158500,758825,555141.0,2022-01-30,Completed
6234931,182649,152591.0,2019-05-10,Active
3160825,360344,44757.0,2018-09-24,Active
2713350,396098,135090.0,2021-05-05,Active
8675969,154703,112990.0,2022-06-23,Active
1570657,512857,173366.0,2023-10-28,Planned
9763664,345078,26948.0,2020-11-11,Planned
9765013,252617,23878.0,2021-11-15,On-Hold
4634584,515511,94177.0,2024-11-01,Active
5938947,357424,35534.0,2018-03-27,Active
9687248,959921,136937.0,2020-12-01,Planned
1883072,496355,35785.0,2024-03-20,Completed
2040324,378825,47540.0,2024-10-14,Planned
3505498,780025,21713.0,2020-12-27,Planned
8555992,485043,103095.0,2020-08-03,On-Hold
5006269,588803,40183.0,2023-10-30,Completed
5635730,145106,18348.0,2020-09-28,Active
1720035,284044,111164.0,2019-08-10,On-Hold
8771822,369362,22617.0,2020-10-20,Active
2372867,325915,18099.0,2019-01-29,Active
1998963,502123,13494.0,2021-08-03,Completed
9941170,596609,34873.0,2021-08-11,Planned
1045476,607515,184464.0,2024-06-20,Planned
7525064,673926,49696.0,2020-03-22,Planned
3507728,974657,56554.0,2019-06-12,Completed
9046224,822012,94263.0,2022-04-25,Planned
9267962,350494,728061.0,2023-01-01,Planned
9103287,560966,19118.0,2021-04-29,Active
4974796,460019,41942.0,2022-08-15,Planned
5630752,514149,178714.0,2019-12-10,Active
3734155,124711,73175.0,2024-04-24,Completed
3421388,612737,149363.0,2021-01-07,Active
5784472,952504,155414.0,2018-04-22,Active
7931055,580044,38592.0,2022-09-26,Active
2147363,399325,30329.0,2023-11-30,Planned
5201373,268142,25579.0,2020-02-06,Active
2759044,332310,46729.0,2018-03-11,Planned
5333840,196356,928433.0,2024-04-29,Planned
6704912,394930,177645.0,2019-12-14,Active
9562401,406082,25975.0,2018-02-16,Active
8600816,755927,163113.0,2019-11-29,Active
1484699,193491,131613.0,2023-07-08,Planned
5838473,536287,14818.0,2021-02-27,Active
7560936,277571,125280.0,2023-03-08,Active
8004934,607691,919528.0,2023-12-29,Planned
5025144,314764,176548.0,2021-07-11,Planned
7794427,675819,110461.0,2021-11-03,Completed
6516919,983467,78802.0,2018-03-04,Active
4958301,919393,24772.0,2024-08-30,Planned
7067348,412831,102801.0,2022-08-01,Active
3314868,340905,22092.0,2022-01-12,Planned
8243578,494455,78285.0,2021-12-06,Active
8003910,568418,271956.0,2021-05-27,Active
8316158,532466,106416.0,2023-09-11,Planned
2674542,528828,75850.0,2023-05-17,Active
2062816,441568,29577.0,2023-07-10,Active
9061638,348243,141984.0,2018-02-28,Active
2574482,146154,133935.0,2018-11-27,Active
3765033,792438,194334.0,2018-09-26,Completed
5954825,735638,46292.0,2023-06-06,Active
6288508,803608,87545.0,2018-09-27,Planned
1286243,411209,11776.0,2023-11-01,Active
2895641,118193,1077137.0,2023-09-05,Active
5356449,116297,32393.0,2018-03-23,Completed
4938412,901293,45507.0,2023-10-12,Active
9466969,191087,33831.0,2020-08-17,Planned
3375751,148061,22327.0,2018-03-27,Completed
2691582,204201,49249.0,2021-01-06,Completed
3635924,526215,106983.0,2024-01-17,Active
4598972,453946,11864.0,2024-09-06,Planned
9164206,264794,146498.0,2018-01-14,Active
5843283,213395,87491.0,2023-12-23,Active
2661810,911660,959565.0,2021-01-11,Planned
1430854,530698,16063.0,2023-08-16,Active
3445511,815886,43691.0,2021-03-26,Active
8449580,660849,141892.0,2022-06-09,Active
8235865,535118,14966.0,2021-11-21,Active
8731957,584010,990135.0,2019-05-17,Planned
3002057,272809,12437.0,2020-08-10,Active
6150551,429553,183579.0,2019-02-03,Completed
6458981,741938,844841.0,2023-03-21,Active
5326759,335521,11475.0,2021-05-22,Active
8779225,269089,18100.0,2023-09-04,Completed
9201169,315187,31846.0,2019-08-12,Completed
4038233,629417,19233.0,2024-01-11,Active
1227539,296200,190026.0,2021-01-14,Completed
3769691,887308,1029236.0,2020-07-13,Planned
3580549,760208,595081.0,2022-05-03,Active
7096729,754612,25862.0,2018-05-21,Planned
2601089,775319,1152359.0,2019-12-11,Planned
6585097,135418,40117.0,2021-12-10,Completed
2527611,631184,33541.0,2021-09-07,Planned
7031888,580975,24286.0,2019-03-09,On-Hold
4058707,706720,12703.0,2023-05-17,Completed
8692375,468684,32332.0,2018-08-11,Active
9386535,928623,46328.0,2024-06-24,Active
9988951,485449,187251.0,2023-08-01,Active
9653106,914417,27358.0,2021-06-16,Completed
3758964,427319,119604.0,2023-09-28,Completed
9856164,509874,196165.0,2021-02-12,Active
6668994,608534,82750.0,2022-07-13,Completed
8300881,642148,195743.0,2020-10-31,Active
6941537,937102,84633.0,2018-02-22,Completed
7425089,749360,653606.0,2024-05-29,Active
3306899,790471,,2019-10-19,Active
5849118,794707,306141.0,2021-07-18,Active
4314902,174048,18475.0,2018-03-26,Completed
8205153,299946,36596.0,2019-09-11,Completed
7746795,852566,148279.0,2021-02-21,Planned
6217657,226125,18524.0,2022-01-16,Active
3599160,291543,16242.0,2018-07-15,Completed
6997867,905144,65389.0,2019-01-05,Completed
8986640,607942,40385.0,2020-08-28,Active
5565836,829248,88302.0,2019-11-08,Completed
2280766,145065,35228.0,2019-08-16,Active
7186186,915172,77903.0,2020-04-15,Completed
8525583,534882,48560.0,2019-01-12,Active
7075438,501950,157941.0,2021-07-28,Active
8134974,791380,99723.0,2021-02-03,Completed
4326245,446023,184618.0,2020-12-29,Active
7374104,951093,23671.0,2018-05-27,Active
2479761,312060,648298.0,2020-08-25,Completed
3733243,649144,184765.0,2019-03-24,Active
2557876,220465,95981.0,2021-06-18,Planned
8793930,617672,42729.0,2018-09-01,Active
5757171,136937,28033.0,2024-04-29,Completed
5502841,107295,23681.0,2022-05-16,Completed
5833652,547966,11666.0,2021-02-04,Planned
2536985,796021,91122.0,2019-12-11,Active
2139177,969431,46590.0,2019-01-02,Active
6236255,472826,33083.0,2022-04-05,Active
2089808,324372,38975.0,2021-12-22,Active
5679804,556314,10459.0,2022-01-18,Active
9377545,671195,90567.0,2024-07-06,Active
9373465,118216,55511.0,2022-08-14,Active
9009980,698313,64065.0,2020-04-09,Active
2466189,326550,142131.0,2024-01-03,Active
1044608,267620,185610.0,2021-04-07,Planned
2010896,263592,126403.0,2020-01-22,Completed
2050249,223466,145828.0,2021-05-13,Active
6041695,307258,1061372.0,2018-01-25,Completed
4246529,612152,885522.0,2023-11-05,Completed
8787696,534644,49911.0,2024-05-24,Active
5436280,934611,46498.0,2023-02-06,Active
7957301,280555,-74203.0,2020-11-13,Active
3251024,946621,164346.0,2023-03-19,Active
1664944,774064,42745.0,2018-06-25,Active
6400700,738326,188835.0,2024-04-07,Completed
2777295,249160,50790.0,2020-08-01,Completed
6609732,609528,160656.0,2022-04-13,Active
8364600,823456,71751.0,2018-08-14,Active
4707119,892628,32116.0,2021-07-12,Planned
4640063,145113,19337.0,2020-03-24,Completed
1462620,929915,28659.0,2021-01-16,Active
3647214,808012,32749.0,2024-01-13,Completed
7771926,801659,49311.0,2020-03-18,Planned
6818996,964994,676104.0,2019-07-04,Active
6882341,918834,18883.0,2019-04-20,Active
4055064,522190,17237.0,2023-08-25,Active
6048162,589174,10991.0,2022-11-15,Active
3660163,983411,119441.0,2020-11-04,Active
2532057,893837,26910.0,2018-01-20,Planned
7928607,717169,90984.0,2023-10-11,Planned
6398237,641188,110562.0,2018-02-10,Active
8000061,788688,68286.0,2022-07-03,On-Hold
1464539,607113,38698.0,2020-01-20,Active
1687203,691709,292194.0,2024-08-12,Completed
9770902,858392,156137.0,2022-11-16,Active
3502772,484801,25828.0,2023-06-24,Planned
7667815,474500,,2024-03-28,Active
3954371,474558,36316.0,2018-11-29,Active
9438143,986864,28216.0,2019-12-06,Planned
3381363,344330,111619.0,2022-07-08,Active
7254851,993247,76097.0,2020-05-11,Completed
6127491,919600,93115.0,2023-08-04,Active
5359189,588764,110497.0,2020-10-06,On-Hold
5708055,814314,17575.0,2022-11-22,Active
8379946,765558,117478.0,2021-03-30,Planned
7289499,907537,283982.0,2023-11-16,Planned
8602462,753583,18781.0,2020-08-03,Active
5294105,174355,173237.0,2020-05-13,Active
4803413,447492,49212.0,2022-05-11,Planned
4779566,261589,48604.0,2023-07-02,Active
3144512,654151,28566.0,2022-01-15,Planned
4613125,665049,1180812.0,2018-05-31,Active
2843819,966739,177795.0,2018-05-04,Completed
2044256,274881,232331.0,2021-10-31,Planned
3985906,124711,51963.0,2018-02-14,Completed
9886062,785603,26434.0,2019-11-18,On-Hold
9410116,783127,28309.0,2021-01-08,Planned
1066732,955920,171474.0,2022-10-09,Active
5728141,487794,35963.0,2023-01-22,Completed
9095755,355705,190676.0,2023-10-28,Planned
4035377,898578,1001898.0,2019-03-03,Completed
1602734,780535,17293.0,2018-12-29,Completed
3047143,876193,119614.0,2019-12-28,Completed
1110868,598755,15791.0,2020-11-28,Active
7710005,268512,141419.0,2018-07-22,Active
5143716,177213,138503.0,2021-11-04,Active
3059466,203008,31989.0,2019-04-07,Active
8656581,828549,43897.0,2020-09-27,Planned
3805510,608852,34140.0,2024-09-24,Planned
2029781,350852,85525.0,2021-10-17,Active
1464197,952171,130814.0,2024-04-11,Active
1745486,986965,150132.0,2022-08-11,Planned
5949537,337301,44164.0,2021-03-23,Planned
6686416,757927,21745.0,2024-09-09,Completed
2851891,534385,177868.0,2022-07-11,Active
4530127,367871,196512.0,2020-04-17,Completed
1338473,506330,189614.0,2018-06-04,Completed
8030888,952176,101445.0,2020-02-12,Active
2799348,687195,32556.0,2024-04-19,Active
6535233,742260,40843.0,2019-10-07,Completed
8681850,627174,34405.0,2020-12-26,Completed
5200691,227303,1023126.0,2020-12-20,Completed
4826319,257825,107221.0,2024-09-13,Active
2385701,679060,34290.0,2020-08-19,Planned
6631584,954038,19703.0,2021-01-24,Planned
7603995,140492,604190.0,2019-01-19,Active
8868776,164967,86890.0,2020-10-13,Active
4699920,942495,139032.0,2018-08-22,Active
4558244,240346,180500.0,2019-01-26,Planned
3733838,398425,38588.0,2019-12-15,Active
7215887,924893,44921.0,2020-12-23,Active
6926092,718331,197853.0,2019-07-26,Completed
9837627,896331,853599.0,2021-01-30,Completed
1196924,725860,243785.0,2023-07-06,Completed
2529812,383514,187093.0,2020-07-27,Active
9695937,235462,,2023-04-03,Active
3459812,937361,130972.0,2019-11-24,Completed
8286516,188819,32105.0,2018-03-24,Active
4598792,614080,23918.0,2020-08-22,Planned
3332434,723367,169244.0,2023-04-06,Completed
4450011,381931,49260.0,2021-04-20,Completed
1384992,712829,17288.0,2019-11-29,Completed
9129044,626320,193675.0,2023-01-13,Active
1374695,426365,193360.0,2020-11-19,Active
4083587,427409,679996.0,2020-11-13,Active
8180212,882236,35667.0,2024-08-08,Active
4501649,232356,37435.0,2021-10-10,Completed
9872732,506912,32390.0,2022-01-16,Active
9674918,107428,637805.0,2021-11-21,Completed
3829640,678662,230456.0,2018-06-21,Active
6405837,292284,43536.0,2022-02-08,Planned
8771846,918910,64729.0,2022-11-09,Completed
9724316,580044,1114009.0,2023-06-16,Active
8534184,817790,42770.0,2020-02-18,Active
6977202,235217,146615.0,2022-02-09,Planned
8775296,743730,23383.0,2022-12-18,Planned
3499030,551976,76454.0,2022-12-05,Completed
8450940,736219,83546.0,2020-03-27,Active
4708753,432847,20014.0,2022-09-05,Active
5789273,264896,89333.0,2018-10-24,Planned
5696754,988751,153214.0,2024-08-12,Planned
4008379,617264,44540.0,2024-04-22,Planned
3652644,442119,169705.0,2021-06-24,Active
7936670,623920,121266.0,2019-07-31,Active
6624567,656326,102100.0,2019-03-14,Completed
7834793,101172,1008078.0,2018-06-27,Active
1727415,425455,161525.0,2022-08-15,Active
3303970,257912,192914.0,2020-09-22,Active
2016077,571707,39192.0,2022-11-14,Completed
3924640,956863,511414.0,2022-12-14,Active
2227799,573525,30440.0,2022-01-06,Completed
9526106,966739,50979.0,2024-02-11,Completed
5726341,747967,43413.0,2022-11-18,Completed
7135900,302063,35197.0,2020-12-17,Active
7125817,891407,48578.0,2020-01-05,Active
8779004,586536,179403.0,2021-02-23,Completed
2339648,764389,410270.0,2023-12-19,Active
1535462,215354,36806.0,2019-11-25,Active
7773519,557262,12524.0,2023-03-22,Active
6526504,397586,634128.0,2024-06-21,Active
4526470,392441,661295.0,2022-07-14,Planned
6057057,192409,93279.0,2019-06-04,Active
2008780,600780,17118.0,2021-04-01,Planned
8836673,733876,60920.0,2021-09-18,Active
1782528,388957,59819.0,2020-06-07,Planned
8571179,692946,23053.0,2018-02-02,Active
5663358,408118,21591.0,2023-01-20,Active
3457423,130852,155524.0,2018-04-11,Completed
7269096,606026,159780.0,2020-05-17,Completed
5315789,453240,403693.0,2021-02-28,Completed
4363811,186990,44440.0,2024-04-26,Completed
8416474,833642,47046.0,2020-09-24,Completed
1490535,562320,584397.0,2022-10-20,Active
1966284,154011,49166.0,2022-09-28,Active
7238625,707672,30696.0,2020-12-19,Completed
3962313,314194,11012.0,2024-07-26,Completed
2645991,223243,536355.0,2024-03-05,Active
8315657,673065,37474.0,2024-01-22,Active
3269625,318795,49327.0,2021-07-06,Active
5896228,231730,13782.0,2018-06-21,Completed
6605122,197774,16001.0,2019-11-13,Active
6219629,294426,20695.0,2018-03-25,Active
3867465,759701,59935.0,2022-05-04,Active
4318523,221480,20712.0,2023-04-20,Completed
4294558,892237,760261.0,2023-04-11,Active
6304906,500290,155222.0,2019-03-17,Completed
8810663,263200,29015.0,2024-09-14,Active
3209294,881033,88345.0,2024-04-19,Active
9979308,949574,189925.0,2023-07-13,Completed
4874065,401568,30901.0,2023-09-26,Active
4723788,865214,190161.0,2023-11-21,Completed
6960205,847367,167104.0,2021-05-28,Completed
1239458,633477,134994.0,2022-04-23,Active
1903166,124923,35597.0,2024-07-31,Planned
1408483,189972,47161.0,2018-10-12,Active
5006438,899793,61710.0,2024-02-04,Planned
2645969,905570,803039.0,2023-10-02,Completed
8475122,862043,40163.0,2022-08-05,Completed
3493974,341068,32732.0,2019-10-07,Planned
4874302,929045,16777.0,2022-11-21,Active
1136355,240843,484298.0,2024-02-29,Active
3946867,342934,51861.0,2024-03-02,Completed
8458473,848050,185573.0,2024-02-10,Planned
5702265,762504,42726.0,2022-01-27,Active
4953155,280633,199514.0,2024-05-14,Completed
7566799,810808,111393.0,2023-04-14,Active
2226800,859572,33669.0,2019-04-20,Active
6945888,886179,165099.0,2019-08-14,Planned
1317693,622152,17539.0,2018-10-05,Planned
3132069,700808,128159.0,2023-06-23,Planned
9117126,453776,38428.0,2019-09-29,Completed
3050518,805439,46755.0,2023-09-11,Active
5354090,629387,23697.0,2018-01-14,Active
4806657,631694,99232.0,2023-07-03,Active
6066409,806337,48964.0,2020-01-11,Active
2825239,543457,18639.0,2018-08-09,Completed
6371881,756613,12513.0,2023-07-08,Active
3175019,929909,105353.0,2019-12-19,Active
2968329,889690,197861.0,2019-01-09,Active
5989056,508173,13786.0,2023-11-28,Active
5381586,610354,13128.0,2018-08-26,Planned
2158525,863977,35542.0,2019-01-27,Active
1522223,400608,43389.0,2021-01-08,Active
3244351,183281,47775.0,2020-12-29,Active
3626683,738447,173212.0,2019-11-23,Active
9715231,286985,351034.0,2020-09-25,Completed
4780021,304034,20265.0,2022-04-23,Active
3699333,390576,196173.0,2022-02-04,Active
3775397,646509,40835.0,2024-04-05,Active
3240938,557354,13787.0,2023-03-08,Planned
1780555,426662,17351.0,2019-06-18,Completed
9451600,806163,41110.0,2021-12-26,Completed
2500167,792146,47340.0,2024-07-23,Active
