product_id,product_name,product_category,manufacturing_city,size,color,sku
44763,Product_1062,Electronics,Chennai,XL,Blk,85668073
51962,Product_1063,Office,Pune,XS,Blk,14233929
64456,Product_1064,Sports,Hyderabad,L,blu,21843741
36875,Product_1065,Sports,Pune,M,White,52070571
40007,Product_1066,Automotive,Delhi,L,White,38382569
41231,Product_1067,Electronics,Hyderabad,M,Green,98814204
64398,Product_1068,Sports,Hyderabad,L,BLACK,87623422
95324,Product_1069,Sports,Delhi,XL,Blue,98098904
77207,Product_1070,Kitchen,Hyderabad,L,White,29455623
82177,Product_1071,Electronics,Bangalore,S,Blue,49969343
39875,Product_1072,Books,Pune,S,Blue,14634226
35603,Product_1073,Clothing,Hyderabad,XL,Blue,14233260
76599,Product_1074,Sports,Hyderabad,XS,Yellow,80314405
30830,Product_1075,Clothing,Delhi,S,White,12026998
72206,Product_1076,Electronics,Delhi,XS,Blue,70696123
39482,Product_1077,Office,Hyderabad,XL,Blue,11033949
65516,Product_1078,Gaming,Bangalore,XL,Red,58846460
18939,Product_1079,Automotive,Delhi,S,Red,32111412
61715,Product_1080,Toys,Hyderabad,L,White,35956414
41993,Product_1081,Electronics,Delhi,S,Blk,88719559
36757,Product_1082,Electronics,Bangalore,XS,Black,61744898
69278,Product_1083,Kitchen,Bangalore,XL,Blk,80322358
96062,Product_1084,Gaming,Bangalore,L,Red,77682678
91437,Product_1085,Toys,Pune,XS,Yellow,39088171
52773,Product_1086,Office,Bangalore,XS,Yellow,39587108
87676,Product_1087,Furniture,Gurgaon,L,Blue,72622316
76776,Product_1088,Clothing,Hyderabad,XS,BLACK,18887981
18534,Product_1089,Electronics,Pune,L,Red,10602631
91249,Product_1090,Sports,Pune,M,Black,38449206
72013,Product_1091,Toys,Pune,M,White,40824225
67664,Product_1092,Sports,Bangalore,XS,Red,38862035
36253,Product_1093,Clothing,Pune,XL,Black,17142926
71817,Product_1094,Clothing,Delhi,M,Blk,77793588
34150,Product_1095,Electronics,Hyderabad,XS,White,13962050
31368,Product_1096,Kitchen,Chennai,L,Blue,45542401
41078,Product_1097,Sports,Delhi,XS,Yellow,64367945
62077,Product_1098,Clothing,Pune,S,Green,92855040
87698,Product_1099,Electronics,Pune,M,White,20749128
70416,Product_1100,Electronics,Delhi,S,Red,52924315
45122,Product_1101,Office,Delhi,XS,Red,88502122
47125,Product_1102,Electronics,Hyderabad,S,Yellow,87513244
36817,Product_1103,Sports,Hyderabad,S,White,14142218
13589,Product_1104,Furniture,Delhi,S,White,84247147
95571,Product_1105,Clothing,Delhi,S,Black,57863237
58560,Product_1106,Electronics,Mumbai,M,Blue,71973312
41595,Product_1107,Toys,Mumbai,M,Black,60194249
88739,Product_1108,Books,Mumbai,L,blu,40043198
61230,Product_1109,Kitchen,Delhi,M,BLACK,40657216
45123,Product_1110,Electronics,Delhi,L,Yellow,93635549
66812,Product_1111,Electronics,Bangalore,M,Blue,67033725
93167,Product_1112,Kitchen,Pune,XL,Red,89717132
25190,Product_1113,Electronics,Bangalore,M,Blue,83030113
87255,Product_1114,Sports,Delhi,M,Green,23107221
57982,Product_1115,Toys,Hyderabad,XS,Blue,44110670
87653,Product_1116,Electronics,Bangalore,XL,Yellow,19910613
45891,Product_1117,Electronics,Bangalore,M,Red,56275297
59553,Product_1118,Clothing,Bangalore,S,Green,28733443
75976,Product_1119,Clothing,Mumbai,XS,Black,71390091
87110,Product_1120,Office,Pune,L,Black,51430249
77341,Product_1121,Books,Hyderabad,XXL,Black,51691134
99877,Product_1122,Automotive,Mumbai,XS,Yellow,28025568
67456,Product_1123,Furniture,Chennai,L,Yellow,93113027
66969,Product_1124,Clothing,Chennai,XS,Blue,64653462
65115,Product_1125,Automotive,Delhi,M,Blue,65740058
10945,Product_1126,Clothing,Delhi,M,Blue,52383982
44692,Product_1127,Toys,Hyderabad,M,Black,20586018
38034,Product_1128,Clothing,Pune,S,Green,70406988
43763,Product_1129,Books,Bangalore,S,Red,94977421
52196,Product_1130,Clothing,Hyderabad,?,Green,76342316
29789,Product_1131,Electronics,Delhi,XL,White,88945988
19554,Product_1132,Clothing,Delhi,L,Yellow,69854394
31187,Product_1133,Electronics,Hyderabad,M,Blue,78411137
36153,Product_1134,Electronics,Delhi,S,Yellow,67659758
93894,Product_1135,Gaming,Bangalore,XL,Blue,29883729
79810,Product_1136,Electronics,Bangalore,XL,White,97640514
20083,Product_1137,Books,Hyderabad,S,Blue,96597637
28807,Product_1138,Toys,Chennai,XS,Green,87264133
27601,Product_1139,Furniture,Pune,L,Yellow,11617419
83756,Product_1140,Beauty,Gurgaon,S,Yellow,28652722
94448,Product_1141,Clothing,Bangalore,M,White,29409190
72157,Product_1142,Electronics,Delhi,XS,Red,18873455
95625,Product_1143,Toys,Bangalore,S,Blue,66032647
63452,Product_1144,Office,Pune,S,Red,70419415
97885,Product_1145,Electronics,Hyderabad,XS,Yellow,10101009
34956,Product_1146,Office,Bangalore,XL,Green,19389280
87691,Product_1147,Books,Delhi,M,Blue,35439881
27727,Product_1148,Electronics,Bangalore,XS,Black,95362890
88588,Product_1149,Clothing,Mumbai,L,Black,54022938
42566,Product_1150,Electronics,Chennai,XS,Yellow,50128572
24127,Product_1151,Sports,Pune,XL,Red,41604192
34593,Product_1152,Kitchen,Hyderabad,XL,Blue,12188733
95687,Product_1153,Electronics,Hyderabad,S,Green,72271720
81000,Product_1154,Clothing,Pune,M,White,14610645
80243,Product_1155,Sports,Bangalore,S,Red,17642185
54236,Product_1156,Clothing,Bangalore,S,Red,47992053
38294,Product_1157,Toys,Bangalore,XS,White,14058892
64574,Product_1158,Electronics,Delhi,M,White,79320828
45615,Product_1159,Automotive,Bangalore,XS,Blue,67255633
93884,Product_1160,Furniture,Chennai,L,Green,62283534
26292,Product_1161,Automotive,Bangalore,S,Green,98375306
68436,Product_1162,Books,Mumbai,XL,Yellow,40955645
70428,Product_1163,Furniture,Pune,S,Black,69908186
32765,Product_1164,Kitchen,Hyderabad,XL,Yellow,11328667
94986,Product_1165,Electronics,Pune,M,Blue,32644925
16726,Product_1166,Electronics,Pune,XS,Green,69503798
75605,Product_1167,Kitchen,Pune,XS,Red,44599763
55615,Product_1168,Kitchen,Bangalore,L,black,77947150
59102,Product_1169,Toys,Chennai,XL,Yellow,11588349
26572,Product_1170,Books,Hyderabad,XL,Red,22769974
22587,Product_1171,Clothing,Hyderabad,M,Blue,95957024
88364,Product_1172,Clothing,Hyderabad,XL,Black,71314716
61193,Product_1173,Toys,Delhi,XL,Blk,67757207
80391,Product_1174,Sports,Chennai,S,Black,18299684
33876,Product_1175,Sports,Bangalore,S,Green,91876362
81880,Product_1176,Clothing,Bangalore,XL,Black,16363153
40620,Product_1177,Kitchen,Chennai,M,Blue,17155577
22036,Product_1178,Electronics,Delhi,XL,Red,39186742
76465,Product_1179,Kitchen,Mumbai,XS,BLACK,79504384
47622,Product_1180,Clothing,Bangalore,XS,Black,32330877
28878,Product_1181,Furniture,Bangalore,L,Yellow,84341199
46951,Product_1182,Automotive,Delhi,S,Green,34842096
38793,Product_1183,Furniture,Hyderabad,XS,Green,82873490
10450,Product_1184,Furniture,Pune,?,Blue,66832922
36133,Product_1185,Furniture,Hyderabad,L,Blue,71147492
88565,Product_1186,Gaming,Bangalore,L,Red,86542601
49848,Product_1187,Furniture,Bangalore,M,Black,47287346
54972,Product_1188,Electronics,Bangalore,M,White,22503587
74455,Product_1189,Books,Hyderabad,M,Black,34987114
31280,Product_1190,Beauty,Pune,XL,Green,38843551
41036,Product_1191,Electronics,Delhi,L,BLACK,49067605
42549,Product_1192,Electronics,Hyderabad,M,Green,91053156
30283,Product_1193,Clothing,Pune,XL,Black,73252178
53389,Product_1194,Toys,Hyderabad,XL,Black,36755681
63509,Product_1195,Electronics,Bangalore,L,Yellow,61140825
85683,Product_1196,Toys,Bangalore,S,BLACK,38737960
26440,Product_1197,Toys,Bangalore,XL,White,15623765
77468,Product_1198,Gaming,Bangalore,M,Green,18897036
96253,Product_1199,Furniture,Chennai,M,Yellow,83472023
81365,Product_1200,Toys,Gurgaon,L,Yellow,91712553
56036,Product_1201,Office,Hyderabad,XS,White,23983551
90735,Product_1202,Electronics,Hyderabad,XS,Yellow,76750116
84717,Product_1203,Clothing,Hyderabad,XS,Green,48162032
60857,Product_1204,Furniture,Bangalore,S,Green,43136966
81061,Product_1205,Sports,Hyderabad,M,Red,13843107
62852,Product_1206,Furniture,Delhi,XXL,Blue,30769593
80166,Product_1207,Kitchen,Bangalore,XL,Black,20383811
30424,Product_1208,Beauty,Mumbai,M,blu,98702479
73501,Product_1209,Automotive,Bangalore,M,White,57080985
93133,Product_1210,Furniture,Pune,S,Green,15507613
19270,Product_1211,Kitchen,Mumbai,M,Blue,88545251
79431,Product_1212,Electronics,Hyderabad,L,Red,61726344
30649,Product_1213,Medical,Chennai,L,Blue,62938998
27989,Product_1214,Automotive,Bangalore,XL,White,57987957
30296,Product_1215,Clothing,Hyderabad,S,Blue,51418212
29772,Product_1216,Kitchen,Hyderabad,XXL,Yellow,34699047
11662,Product_1217,Beauty,Mumbai,XS,White,12435797
17710,Product_1218,Office,Bangalore,XS,White,75006705
18620,Product_1219,Electronics,Pune,XL,Green,71932191
57032,Product_1220,Electronics,Bangalore,L,Green,81331382
23028,Product_1221,Toys,Delhi,M,Red,52746707
23476,Product_1222,Books,Chennai,XL,Black,38246491
64512,Product_1223,Toys,Chennai,XS,White,96926330
77761,Product_1224,Sports,Bangalore,S,Blue,44470921
20709,Product_1225,Electronics,Bangalore,XS,Green,84797145
41183,Product_1226,Office,Bangalore,XS,Blue,31647945
27206,Product_1227,Toys,Chennai,M,White,84691764
44980,Product_1228,Electronics,Bangalore,S,Blue,18629671
41516,Product_1229,Sports,Bangalore,XL,Green,74380999
63334,Product_1230,Clothing,Delhi,S,Red,40520750
90860,Product_1231,Sports,Hyderabad,L,Blue,98601429
33934,Product_1232,Beauty,Bangalore,XL,Red,49679978
34338,Product_1233,Kitchen,Hyderabad,XL,Green,14172121
90565,Product_1234,Electronics,Chennai,M,Green,40493417
36999,Product_1235,Electronics,Mumbai,L,Blue,43414475
94862,Product_1236,Office,Hyderabad,XL,Blue,73698009
91362,Product_1237,Sports,Chennai,S,Green,40303167
12235,Product_1238,Gaming,Pune,XS,White,73139958
43408,Product_1239,Furniture,Mumbai,S,Green,86272084
86383,Product_1240,Kitchen,Delhi,XL,White,60768675
91536,Product_1241,Gaming,Noida,M,Green,29299450
82350,Product_1242,Furniture,Chennai,M,White,59858064
49229,Product_1243,Clothing,Bangalore,XL,Black,82444511
81684,Product_1244,Sports,Pune,XS,White,53065799
59261,Product_1245,Sports,Pune,M,White,74693233
15247,Product_1246,Electronics,Hyderabad,XS,Green,53018596
65189,Product_1247,Office,Delhi,XS,Yellow,45111387
14879,Product_1248,Toys,Bangalore,L,White,76132609
32403,Product_1249,Furniture,Hyderabad,S,Green,40861852
41372,Product_1250,Beauty,Delhi,XL,White,17955880
58118,Product_1251,Electronics,Mumbai,S,Black,92426712
49363,Product_1252,Office,Bangalore,M,Black,13366175
39825,Product_1253,Clothing,Pune,XL,Green,10199460
30042,Product_1254,Electronics,Hyderabad,XXL,White,26348341
25832,Product_1255,Sports,Bangalore,M,White,58329106
23596,Product_1256,Kitchen,Delhi,XS,Yellow,12778164
16999,Product_1257,Medical,Delhi,L,Black,97440492
87238,Product_1258,Clothing,Delhi,XL,Black,82654235
29149,Product_1259,Electronics,Hyderabad,XS,Red,28446796
65435,Product_1260,Sports,Bangalore,S,Yellow,42659879
41049,Product_1261,Sports,Hyderabad,L,Black,82521729
38761,Product_1262,Furniture,Chennai,XS,White,84562819
83139,Product_1263,Clothing,Chennai,XL,Black,24175358
38046,Product_1264,Toys,Delhi,S,Black,49516093
29927,Product_1265,Clothing,Pune,XL,White,52667216
80363,Product_1266,Clothing,Hyderabad,XS,Yellow,82996171
71833,Product_1267,Books,Mumbai,XS,White,86701581
61864,Product_1268,Books,Bangalore,L,Black,13878697
91968,Product_1269,Beauty,Hyderabad,L,Green,62076744
97289,Product_1270,Clothing,Hyderabad,M,Black,49556001
39346,Product_1271,Clothing,Hyderabad,M,Blue,88488496
66390,Product_1272,Books,Pune,M,Red,41300337
46935,Product_1273,Books,Noida,XL,Black,82839150
22101,Product_1274,Furniture,Chennai,M,Yellow,54346702
76107,Product_1275,Clothing,Delhi,M,Red,48869269
97306,Product_1276,Gaming,Delhi,L,Yellow,57633802
86012,Product_1277,Books,Hyderabad,M,Yellow,75224156
43332,Product_1278,Books,Pune,M,Red,62227207
43205,Product_1279,Furniture,Bangalore,XL,White,64646863
41364,Product_1280,Books,Pune,XS,Green,72387946
67908,Product_1281,Electronics,Pune,M,Yellow,37269195
78867,Product_1282,Office,Bangalore,XS,Black,14056388
43323,Product_1283,Electronics,Mumbai,M,Yellow,34315711
26915,Product_1284,Office,Bangalore,S,Red,55976440
18024,Product_1285,Furniture,Hyderabad,XL,Black,61087585
87950,Product_1286,Clothing,Bangalore,XL,Black,85000354
28603,Product_1287,Clothing,Noida,XL,White,97415859
14729,Product_1288,Books,Bangalore,XS,Black,33473225
16788,Product_1289,Electronics,Hyderabad,XL,Green,25795587
61720,Product_1290,Sports,Bangalore,S,Yellow,39214749
33072,Product_1291,Sports,Chennai,M,Black,23471091
74719,Product_1292,Electronics,Bangalore,S,Black,18732606
59069,Product_1293,Office,Delhi,XS,Yellow,76758196
65873,Product_1294,Clothing,Gurgaon,XL,Black,18781995
14233,Product_1295,Gaming,Pune,S,White,94650784
39185,Product_1296,Beauty,Hyderabad,XS,White,88203375
52493,Product_1297,Office,Bangalore,M,White,82526839
58785,Product_1298,Toys,Chennai,M,White,85280425
24928,Product_1299,Electronics,Pune,XL,White,74024415
97081,Product_1300,Office,Chennai,XS,White,69664329
20149,Product_1301,Sports,Bangalore,XS,White,65524716
52412,Product_1302,Furniture,Pune,M,Yellow,70708174
30679,Product_1303,Clothing,Pune,L,White,23904597
57040,Product_1304,Automotive,Delhi,XS,White,93597366
65690,Product_1305,Electronics,Hyderabad,XS,Red,64986691
60056,Product_1306,Office,Bangalore,XS,Yellow,48102693
92204,Product_1307,Medical,Hyderabad,S,Red,68018885
63744,Product_1308,Kitchen,Pune,L,Red,52160933
70217,Product_1309,Clothing,Pune,S,Red,29940262
47961,Product_1310,Electronics,Hyderabad,L,Red,48683791
77455,Product_1311,Beauty,Mumbai,S,Black,43986174
47697,Product_1312,Sports,Bangalore,L,Red,81957792
47361,Product_1313,Gaming,Pune,L,Yellow,51584481
16258,Product_1314,Automotive,Pune,L,Yellow,24279714
59488,Product_1315,Toys,Bangalore,L,White,89520867
62563,Product_1316,Office,Pune,XL,Green,19025226
69383,Product_1317,Beauty,Pune,M,White,54568309
94942,Product_1318,Sports,Bangalore,XL,Blue,38802127
98985,Product_1319,Clothing,Noida,L,White,62946164
84544,Product_1320,Books,Hyderabad,L,Yellow,77680887
10266,Product_1321,Automotive,Hyderabad,XS,White,14342176
97439,Product_1322,Toys,Chennai,XL,Red,81313862
43111,Product_1323,Toys,Hyderabad,M,Yellow,32455784
80025,Product_1324,Sports,Delhi,M,White,84521899
66070,Product_1325,Clothing,Chennai,S,Red,51725318
30471,Product_1326,Sports,Hyderabad,S,Black,17512673
58173,Product_1327,Sports,Delhi,XL,Blue,20942146
43974,Product_1328,Kitchen,Pune,XS,Yellow,79817830
60948,Product_1329,Clothing,Hyderabad,XS,White,69340834
67312,Product_1330,Gaming,Delhi,M,Green,34304887
96747,Product_1331,Electronics,Mumbai,S,Blue,19682303
74591,Product_1332,Gaming,Bangalore,S,Red,22872678
13255,Product_1333,Toys,Delhi,S,Red,49617396
91788,Product_1334,Furniture,Hyderabad,L,Red,28869673
15414,Product_1335,Toys,Hyderabad,S,black,90768005
94668,Product_1336,Sports,Pune,M,Green,37718102
26777,Product_1337,Kitchen,Bangalore,M,blu,90259863
26990,Product_1338,Sports,Delhi,XS,Black,66650347
72103,Product_1339,Kitchen,Chennai,XL,Green,29797813
38679,Product_1340,Electronics,Bangalore,M,Green,62100323
84619,Product_1341,Electronics,Delhi,S,Black,74210601
73901,Product_1342,Clothing,Bangalore,XS,Blue,83388940
79988,Product_1343,Electronics,Chennai,XXL,Green,43798089
22732,Product_1344,Toys,Bangalore,M,Yellow,13783716
30912,Product_1345,Sports,Delhi,XS,Red,99056857
50628,Product_1346,Beauty,Mumbai,M,Blue,55502425
63944,Product_1347,Toys,Chennai,S,White,70843999
22817,Product_1348,Electronics,Bangalore,S,Black,64588592
23896,Product_1349,Electronics,Delhi,M,White,72919972
25053,Product_1350,Toys,Delhi,M,Black,16099009
50974,Product_1351,Toys,Hyderabad,M,Black,65508915
66963,Product_1352,Electronics,Bangalore,XS,Green,94921186
33088,Product_1353,Clothing,Bangalore,M,Black,38283802
54020,Product_1354,Toys,Delhi,XS,Blue,85317791
88342,Product_1355,Sports,Delhi,S,White,16350332
51848,Product_1356,Beauty,Delhi,M,Blue,71677168
19406,Product_1357,Books,Hyderabad,XXL,Yellow,54624838
17541,Product_1358,Electronics,Hyderabad,M,Red,73798475
23230,Product_1359,Books,Bangalore,XL,Black,35318992
22846,Product_1360,Electronics,Hyderabad,XL,Green,60757158
54491,Product_1361,Automotive,Bangalore,L,Yellow,99230506
92619,Product_1362,Toys,Bangalore,S,White,45346289
38943,Product_1363,Books,Pune,XS,Green,37333138
20459,Product_1364,Furniture,Noida,XL,Red,14994688
43222,Product_1365,Electronics,Delhi,XS,Green,18358571
96841,Product_1366,Electronics,Hyderabad,M,Black,11746462
41228,Product_1367,Sports,Mumbai,XS,Blk,76232864
82042,Product_1368,Beauty,Noida,L,Blue,20398791
64609,Product_1369,Clothing,Hyderabad,M,White,31122876
67807,Product_1370,Clothing,Hyderabad,L,Blue,44926660
48835,Product_1371,Electronics,Pune,M,Red,57729096
25270,Product_1372,Electronics,Bangalore,XL,Blue,65199611
77004,Product_1373,Electronics,Delhi,S,Green,78803702
68777,Product_1374,Furniture,Bangalore,XL,Green,44714152
73020,Product_1375,Toys,Delhi,M,Red,86827416
78579,Product_1376,Furniture,Gurgaon,M,White,62822793
16276,Product_1377,Gaming,Chennai,L,Red,86477031
77833,Product_1378,Sports,Delhi,S,Yellow,90979474
23760,Product_1379,Kitchen,Bangalore,XL,Green,26564137
63516,Product_1380,Books,Hyderabad,S,Blue,14519283
54240,Product_1381,Clothing,Delhi,XS,Black,14324848
79986,Product_1382,Clothing,Bangalore,M,Yellow,44977629
84168,Product_1383,Electronics,Delhi,XS,Blue,32094578
65250,Product_1384,Electronics,Mumbai,XS,Red,23427528
64401,Product_1385,Clothing,Chennai,M,Black,98212107
60529,Product_1386,Furniture,Pune,M,White,19634025
22326,Product_1387,Books,Chennai,XS,Blue,49554919
93722,Product_1388,Furniture,Hyderabad,L,Green,93541483
50354,Product_1389,Furniture,Bangalore,XS,Blue,82119432
41264,Product_1390,Furniture,Bangalore,XS,White,45341627
76212,Product_1391,Clothing,Hyderabad,S,Blue,78079318
55502,Product_1392,Beauty,Bangalore,XS,Blue,91427364
77321,Product_1393,Sports,Gurgaon,XS,Blue,53368701
61107,Product_1394,Toys,Pune,XS,Black,35259369
26680,Product_1395,Toys,Hyderabad,XL,Yellow,77902091
44360,Product_1396,Clothing,Bangalore,S,Black,23979593
63476,Product_1397,Clothing,Chennai,XL,blu,16375731
33660,Product_1398,Furniture,Gurgaon,M,Green,18736503
87396,Product_1399,Furniture,Delhi,XS,Black,53955104
72334,Product_1400,Books,Chennai,L,?,28651024
55448,Product_1401,Clothing,Hyderabad,XS,Black,25434830
56570,Product_1402,Kitchen,Pune,XS,Green,60823045
18105,Product_1403,Furniture,Delhi,M,black,83161661
76898,Product_1404,Office,Chennai,XS,Green,36383420
18613,Product_1405,Gaming,Noida,L,Green,36732849
57663,Product_1406,Clothing,Mumbai,L,?,19041816
20272,Product_1407,Gaming,Bangalore,L,Yellow,28489127
26149,Product_1408,Kitchen,Delhi,XS,White,62920601
91535,Product_1409,Furniture,Hyderabad,XL,White,28480216
53708,Product_1410,Furniture,Delhi,M,Yellow,86646004
61950,Product_1411,Office,Bangalore,XL,Blue,96949961
41654,Product_1412,Beauty,Delhi,XL,White,71843658
64375,Product_1413,Books,Bangalore,M,Green,57102828
41465,Product_1414,Gaming,Bangalore,S,Black,99329869
68708,Product_1415,Clothing,Hyderabad,XL,Yellow,69899521
10619,Product_1416,Clothing,Hyderabad,M,Black,15849667
58340,Product_1417,Electronics,Delhi,XS,Blue,25915419
55864,Product_1418,Furniture,Pune,M,White,31046443
79339,Product_1419,Furniture,Hyderabad,L,Green,84768700
54165,Product_1420,Furniture,Hyderabad,XL,White,79370405
82172,Product_1421,Clothing,Hyderabad,XL,Red,35714812
83251,Product_1422,Beauty,Noida,XL,Black,60705071
45400,Product_1423,Electronics,Bangalore,XL,Red,44634032
68385,Product_1424,Kitchen,Delhi,XL,Yellow,87125481
81723,Product_1425,Sports,Chennai,XL,Yellow,81039480
74730,Product_1426,Sports,Hyderabad,S,Red,13088640
42286,Product_1427,Sports,Pune,L,Yellow,27038081
82063,Product_1428,Toys,Bangalore,M,Green,21972499
53854,Product_1429,Sports,Bangalore,XL,Green,71261202
44329,Product_1430,Clothing,Pune,XS,Black,17359249
96904,Product_1431,Electronics,Bangalore,M,Green,11110102
42247,Product_1432,Electronics,Bangalore,M,Green,30124801
75880,Product_1433,Beauty,Bangalore,M,Yellow,82774378
70927,Product_1434,Electronics,Noida,M,Black,53325864
23942,Product_1435,Medical,Bangalore,XL,Red,99469631
56085,Product_1436,Sports,Hyderabad,M,Black,81948817
28073,Product_1437,Electronics,Hyderabad,M,Blue,18115386
72473,Product_1438,Kitchen,Noida,L,Red,99194942
40261,Product_1439,Kitchen,Mumbai,M,Yellow,66330007
11090,Product_1440,Sports,Hyderabad,S,Yellow,16125934
56593,Product_1441,Electronics,Hyderabad,M,Blue,51960984
79628,Product_1442,Office,Pune,M,Red,42559449
59775,Product_1443,Clothing,Pune,M,Yellow,25109660
17762,Product_1444,Office,Bangalore,?,Yellow,31490565
42317,Product_1445,Furniture,Bangalore,XL,Blue,69392065
82954,Product_1446,Office,Hyderabad,M,Black,73995512
41530,Product_1447,Kitchen,Bangalore,L,Green,77801238
17297,Product_1448,Automotive,Chennai,XXL,Black,24193332
86895,Product_1449,Electronics,Delhi,M,Yellow,92837450
76888,Product_1450,Clothing,Bangalore,M,Red,86748202
52308,Product_1451,Furniture,Bangalore,M,White,72289623
96070,Product_1452,Kitchen,Hyderabad,S,Black,54294994
53102,Product_1453,Kitchen,Mumbai,M,Black,38477442
92377,Product_1454,Furniture,Pune,M,Green,82094597
24346,Product_1455,Toys,Mumbai,S,Green,95164552
77622,Product_1456,Kitchen,Hyderabad,L,Blue,30822359
37500,Product_1457,Electronics,Bangalore,L,Red,73413977
43755,Product_1458,Books,Noida,XS,White,44440946
66564,Product_1459,Kitchen,Hyderabad,L,Red,47577535
63496,Product_1460,Electronics,Bangalore,L,Green,29380903
99409,Product_1461,Sports,Mumbai,L,White,26576284
86306,Product_1462,Toys,Bangalore,S,White,67398591
35937,Product_1463,Toys,Hyderabad,S,White,87505549
70620,Product_1464,Automotive,Delhi,S,White,59726810
84781,Product_1465,Office,Hyderabad,XS,Yellow,57686742
25993,Product_1466,Electronics,Bangalore,XL,Green,58859674
90201,Product_1467,Medical,Delhi,XS,Blue,55079919
34471,Product_1468,Clothing,Delhi,XL,Red,92598460
26753,Product_1469,Furniture,Bangalore,L,White,95832206
25416,Product_1470,Electronics,Bangalore,S,Blue,54654674
68988,Product_1471,Toys,Bangalore,L,Blue,89295928
39985,Product_1472,Clothing,Bangalore,S,Black,50411663
98326,Product_1473,Toys,Delhi,XS,White,58034260
94321,Product_1474,Clothing,Bangalore,XS,Yellow,25736072
54516,Product_1475,Kitchen,Hyderabad,S,Blue,54143115
19763,Product_1476,Books,Hyderabad,XL,Red,65670172
66261,Product_1477,Books,Chennai,L,black,95993068
41357,Product_1478,Books,Bangalore,XS,Yellow,16568559
72047,Product_1479,Clothing,Chennai,M,Black,23449803
44387,Product_1480,Clothing,Delhi,M,Black,22743048
68581,Product_1481,Sports,Pune,S,Black,36090685
53033,Product_1482,Electronics,Delhi,M,Blue,63004642
47602,Product_1483,Furniture,Pune,S,Red,82778355
89547,Product_1484,Books,Delhi,L,Blue,23284116
86604,Product_1485,Electronics,Noida,XL,White,69399851
87025,Product_1486,Medical,Bangalore,S,Blue,77265293
33056,Product_1487,Books,Bangalore,XL,Blue,81828551
25848,Product_1488,Office,Chennai,L,Blue,34841305
55110,Product_1489,Electronics,Chennai,XS,White,73503701
41946,Product_1490,Office,Pune,M,Green,69488569
47579,Product_1491,Gaming,Hyderabad,XS,White,75585979
16547,Product_1492,Sports,Bangalore,XL,White,88305734
32023,Product_1493,Kitchen,Bangalore,S,White,96267317
61694,Product_1494,Beauty,Bangalore,XL,White,65304483
92759,Product_1495,Gaming,Delhi,L,Black,96643830
19698,Product_1496,Electronics,Delhi,S,Red,39146330
30172,Product_1497,Kitchen,Bangalore,M,Black,60875647
60920,Product_1498,Kitchen,Bangalore,L,White,82713505
74203,Product_1499,Kitchen,Pune,XL,Red,17917719
78069,Product_1500,Clothing,Pune,S,Red,15904043
95906,Product_1501,Books,Gurgaon,XL,White,21877219
99996,Product_1502,Electronics,Pune,L,Red,14174307
96929,Product_1503,Toys,Pune,M,Yellow,80908673
92272,Product_1504,Clothing,Delhi,XL,Blue,66288974
84607,Product_1505,Books,Bangalore,XL,Yellow,12427033
42345,Product_1506,Toys,Delhi,XL,black,42234891
88514,Product_1507,Clothing,Bangalore,XS,Blue,92864956
21979,Product_1508,Furniture,Bangalore,XS,Yellow,95889880
34974,Product_1509,Toys,Bangalore,S,White,79146713
76348,Product_1510,Kitchen,Pune,L,Yellow,25364887
34824,Product_1511,Clothing,Pune,L,White,25875102
38163,Product_1512,Electronics,Mumbai,XL,White,27204490
24784,Product_1513,Sports,Delhi,S,Red,36062951
48305,Product_1514,Toys,Hyderabad,L,Blue,83705011
74424,Product_1515,Electronics,Pune,M,White,22220334
62797,Product_1516,Kitchen,Mumbai,S,Red,21851968
85687,Product_1517,Furniture,Bangalore,M,Black,76992198
14070,Product_1518,Electronics,Pune,XS,Red,34721253
67044,Product_1519,Toys,Bangalore,M,Blue,93864449
89734,Product_1520,Books,Bangalore,XL,Black,80280932
54913,Product_1521,Clothing,Bangalore,S,White,42520848
90948,Product_1522,Furniture,Delhi,M,White,52222086
45437,Product_1523,Electronics,Hyderabad,XL,Red,50709394
32682,Product_1524,Furniture,Pune,L,White,40127205
70295,Product_1525,Electronics,Delhi,XS,Black,68029580
94871,Product_1526,Furniture,Mumbai,XS,Yellow,99351709
28880,Product_1527,Gaming,Pune,XS,Yellow,86007965
29633,Product_1528,Clothing,Gurgaon,L,Yellow,23982466
83252,Product_1529,Clothing,Pune,XS,Black,32130975
33225,Product_1530,Electronics,Bangalore,S,Black,43022822
99196,Product_1531,Clothing,Bangalore,XS,Black,86355893
82829,Product_1532,Books,Chennai,M,Red,97417617
15133,Product_1533,Electronics,Hyderabad,S,Green,85386042
86503,Product_1534,Beauty,Noida,XL,Green,65678196
62482,Product_1535,Books,Chennai,L,Blue,71199368
14429,Product_1536,Beauty,Bangalore,L,Green,87447391
20632,Product_1537,Clothing,Pune,L,Yellow,44254182
17735,Product_1538,Sports,Bangalore,XS,Green,48936375
89132,Product_1539,Beauty,Hyderabad,M,Red,37637777
70111,Product_1540,Clothing,Hyderabad,XS,White,71076575
43861,Product_1541,Gaming,Mumbai,XS,black,56459874
12654,Product_1542,Kitchen,Mumbai,XL,Yellow,91990265
42290,Product_1543,Clothing,Mumbai,S,Black,51860760
