customer_id,customer_name,country,signup_date,customer_tier
6879184,Customer_12709, usa ,2014-08-01,Gold
4000574,Customer_12710, france ,2022-05-02,Bronze
6414603,Customer_12711,India,2022-08-14,Bronze
8795231,Customer_12712, usa ,2024-04-01,Platinum
1792031,Customer_12713,Australia,2024-09-07,Bronze
9830217,Customer_12714,France,2019-10-31,Bronze
7548954,Customer_12715, india ,2020-12-14,Silver
9344297,Customer_12716, india ,2021-03-01,Gold
8665681,Customer_12717,USA,2015-12-11,Silver
1292877,Customer_12718,India,2024-12-03,Gold
1930310,Customer_12719,Canada,2024-09-07,Bronze
9386843,Customer_12720,India,2023-05-18,Gold
3147383,Customer_12721,Germany,2017-11-29,Bronze
1428384,Customer_12722,Australia,2015-08-21,Gold
4088810,Customer_12723,USA,2019-08-18,Silver
6813687,Customer_12724,France,2015-01-04,Bronze
1367625,Customer_12725,UK,2017-05-11,Silver
7693675,Customer_12726,UK,2017-06-24,Bronze
5351564,Customer_12727, uk ,2019-11-25,Gold
2087161,Customer_12728,India,2017-01-19,Bronze
5945964,Customer_12729, india ,2020-07-22,Bronze
6135141,Customer_12730,Australia,2023-01-19,Gold
2149872,Customer_12731,USA,2019-02-17,Bronze
5368139,Customer_12732,India,2022-12-08,Bronze
2968068,Customer_12733,Australia,2021-10-30,Silver
2718417,Customer_12734,USA,2021-03-25,Bronze
6795372,Customer_12735,USA,2020-12-04,Silver
2830183,Customer_12736,Australia,2019-10-21,Bronze
6947166,Customer_12737, india ,2016-08-08,Bronze
1948069,Customer_12738,India,2019-04-23,Bronze
1789917,Customer_12739,USA,2019-12-06,Bronze
1387752,Customer_12740,Canada,2024-09-19,Bronze
6065314,Customer_12741,USA,2022-04-02,Bronze
3210042,Customer_12742,India,2014-12-02,Bronze
5099114,Customer_12743,India,2016-08-17,Bronze
5552124,Customer_12744,India,2018-09-01,Bronze
2477402,Customer_12745,Germany,2023-04-17,Silver
2869965,Customer_12746,France,2023-07-05,Bronze
7337030,Customer_12747,India,2020-03-31,Bronze
2879195,Customer_12748,India,2017-07-14,Silver
2317641,Customer_12749,Germany,2019-07-18,Bronze
9863407,Customer_12750,Australia,2021-01-31,Bronze
9651957,Customer_12751,India,2020-01-31,Gold
3984520,Customer_12752,Australia,2014-09-06,Bronze
9002454,Customer_12753,Germany,2020-12-31,Gold
6331983,Customer_12754,Germany,2016-01-28,Gold
4417685,Customer_12755, usa ,2020-03-14,Bronze
2381805,Customer_12756, india ,2021-08-01,Bronze
8508026,Customer_12757,USA,2015-02-12,Silver
4121855,Customer_12758,India,2016-09-11,Bronze
2022439,Customer_12759,India,2019-01-11,Silver
9886358,Customer_12760,USA,2018-12-13,Bronze
9408977,Customer_12761, india ,2019-10-11,Bronze
5408530,Customer_12762,India,2014-03-15,Gold
7527600,Customer_12763,USA,2017-07-10,Bronze
4413810,Customer_12764, usa ,2023-03-28,Silver
9104396,Customer_12765,USA,2024-04-24,Gold
7305754,Customer_12766, india ,2022-07-09,Silver
1610871,Customer_12767,India,2024-05-24,Silver
5099050,Customer_12768,India,2019-07-09,Silver
5541802,Customer_12769,India,2014-06-28,Silver
8212791,Customer_12770,USA,2017-12-28,Bronze
4360290,Customer_12771,Germany,2024-12-13,Gold
3979142,Customer_12772, india ,2022-05-16,Bronze
4381890,Customer_12773,India,2023-08-18,Silver
1703096,Customer_12774,India,2016-06-20,Platinum
8530985,Customer_12775,India,2015-03-04,Bronze
4984851,Customer_12776,India,2018-02-27,Bronze
3742742,Customer_12777,USA,2023-08-29,Bronze
4168849,Customer_12778,India,2016-02-29,Bronze
5437102,Customer_12779,Germany,2022-07-06,Silver
6596917,Customer_12780,India,2017-12-02,Silver
4050892,Customer_12781,India,2023-10-28,Platinum
4924833,Customer_12782,India,2019-02-27,Bronze
2807648,Customer_12783,India,2020-04-16,Silver
2480462,Customer_12784, india ,2020-02-26,Silver
2460700,Customer_12785,India,2016-05-08,Bronze
9291962,Customer_12786,USA,2020-03-08,Gold
3620300,Customer_12787,India,2014-06-03,Bronze
7400102,Customer_12788,India,2021-01-12,Bronze
4074214,Customer_12789,USA,2024-09-20,Silver
7696434,Customer_12790,India,2020-06-25,Silver
9664268,Customer_12791,India,2014-03-24,Bronze
4427091,Customer_12792,USA,2022-08-22,Silver
5405804,Customer_12793,India,2019-03-31,Silver
2456800,Customer_12794,Canada,2024-06-16,Bronze
9195800,Customer_12795,USA,2021-10-07,Bronze
7060420,Customer_12796,India,2015-06-18,Bronze
5400206,Customer_12797, germany ,2018-03-17,Silver
7237209,Customer_12798,USA,2021-12-12,Silver
2091441,Customer_12799,India,2017-07-28,Platinum
5652689,Customer_12800,India,2021-06-26,Bronze
6380944,customer_12801,India,,Bronze
7310167,Customer_12802,India,2023-03-12,Bronze
1319497,Customer_12803, india ,2021-06-03,Bronze
9858616,Customer_12804,USA,2022-11-07,Platinum
4717370,Customer_12805,India,2020-02-07,Gold
3818614,Customer_12806,India,2017-06-27,Silver
2687153,Customer_12807,France,2015-01-06,Bronze
6984098,Customer_12808,USA,2014-02-03,Bronze
1061697,Customer_12809, usa ,2024-01-19,Bronze
6450597,Customer_12810,USA,2022-10-08,Bronze
5734411,Customer_12811,Germany,2016-08-20,Silver
7442363,Customer_12812,USA,2019-11-29,Bronze
4127766,Customer_12813, india ,2016-03-04,Gold
6112148,Customer_12814,Germany,2018-09-22,Bronze
6770102,Customer_12815,France,2015-11-06,Bronze
3474501,Customer_12816,Germany,2017-05-16,Gold
4914797,Customer_12817,India,2023-01-05,Gold
7004108,Customer_12818,India,2021-01-22,Bronze
1649849,Customer_12819,USA,2018-10-10,Silver
1425297,Customer_12820,India,2023-01-19,Bronze
3323452,Customer_12821,India,2020-04-09,Bronze
5372094,Customer_12822,India,2020-04-24,Silver
3514843,customer_12823,USA,2023-11-02,Bronze
4974111,Customer_12824,Australia,2014-07-31,Gold
8829074,Customer_12825, india ,2016-04-17,Bronze
7039713,Customer_12826,USA,,Silver
5409671,Customer_12827, india ,2018-01-23,Gold
5860125,Customer_12828,France,2016-11-13,Silver
4004543,Customer_12829,Canada,2016-09-25,Silver
6433327,Customer_12830,Canada,2023-02-07,Bronze
2887650,Customer_12831,India,2018-04-07,Gold
7366982,Customer_12832,USA,2014-10-06,Silver
4854728,Customer_12833,Germany,2014-03-26,Bronze
5804606,Customer_12834,USA,2024-05-05,Gold
2733579,Customer_12835, india ,2021-03-18,Bronze
9035913,Customer_12836,India,2018-01-25,Gold
6705011,Customer_12837,India,2020-01-04,Silver
6090282,Customer_12838,UK,2018-03-22,Silver
3734864,Customer_12839,India,2015-10-08,Bronze
8689092,Customer_12840,France,2024-09-16,Silver
4733823,Customer_12841,Canada,2016-01-25,Silver
4256314,Customer_12842,India,2020-05-07,Silver
9954171,Customer_12843,USA,2016-12-20,Bronze
2087530,customer_12844,India,2019-07-18,Bronze
1363334,Customer_12845,India,2022-05-04,Bronze
1368004,Customer_12846,India,2022-02-07,Silver
7183946,Customer_12847,India,2015-05-30,Gold
8373767,Customer_12848,UK,2016-11-13,Gold
3816266,Customer_12849, india ,2016-12-16,Gold
1526840,Customer_12850,India,2021-09-24,Silver
5861088,Customer_12851,India,2022-09-24,Silver
8803339,Customer_12852,Canada,2014-07-26,Gold
2089225,Customer_12853,USA,2016-07-13,Silver
5851175,Customer_12854,France,2021-10-27,Bronze
6232935,Customer_12855,USA,2022-12-04,Bronze
9784100,Customer_12856,India,2017-05-17,Bronze
6292779,Customer_12857,India,2017-02-06,Bronze
6401382,Customer_12858,USA,2021-09-03,Bronze
5028603,Customer_12859,India,2021-12-30,Bronze
2213259,Customer_12860,India,2019-06-24,Silver
8247026,Customer_12861,USA,2018-04-02,Bronze
6896404,Customer_12862,India,2021-09-24,Gold
5511692,Customer_12863,India,2015-08-09,Gold
4524619,Customer_12864,India,2014-08-09,Silver
4714346,Customer_12865,India,2020-08-23,Silver
8286114,Customer_12866,India,2015-08-30,Gold
9778890,Customer_12867,Australia,2014-12-22,Bronze
3032097,Customer_12868,India,2024-05-22,Gold
2592873,Customer_12869,Canada,2021-02-04,Bronze
9171312,Customer_12870,USA,2014-02-25,Silver
9732246,Customer_12871,USA,2018-09-11,Gold
6923687,Customer_12872,UK,2021-12-08,Bronze
8257556,Customer_12873,USA,2018-03-17,Bronze
4474925,Customer_12874, india ,2023-05-18,Bronze
3672874,Customer_12875,USA,2018-01-11,Bronze
8066181,Customer_12876, usa ,2015-11-02,Bronze
3780039,Customer_12877,USA,2019-08-12,Silver
2587710,Customer_12878,Australia,2020-03-07,Bronze
1595974,Customer_12879, usa ,2021-07-31,Gold
3477469,Customer_12880,USA,2014-11-04,Silver
2540128,Customer_12881,USA,2015-09-10,Bronze
9540649,Customer_12882,India,2014-02-17,Silver
4544769,Customer_12883,India,2018-10-17,Bronze
6757569,Customer_12884,India,2014-01-10,Bronze
6008847,Customer_12885,USA,2015-05-23,Bronze
5913586,Customer_12886,France,2022-12-11,Bronze
3648654,Customer_12887,Australia,2021-05-22,Bronze
2469396,Customer_12888,UK,2016-02-20,Gold
3999433,Customer_12889,India,2017-10-23,Bronze
9202190,customer_12890,India,2018-07-25,Bronze
1933541,Customer_12891, india ,2020-12-03,Silver
8249446,Customer_12892,India,2018-04-26,Platinum
2012686,Customer_12893,USA,2020-01-20,Bronze
5068684,Customer_12894,UK,2020-12-18,Silver
2183167,Customer_12895,India,2023-03-07,Platinum
8576664,Customer_12896,India,2022-09-07,Bronze
6066672,Customer_12897,UK,2018-10-11,Bronze
1598775,Customer_12898,UK,2023-02-11,Silver
6038404,Customer_12899,Canada,2017-08-18,Gold
5736290,Customer_12900,Germany,,Silver
6098237,Customer_12901,Germany,2014-09-11,Platinum
4108285,Customer_12902,India,2019-08-12,Silver
3214973,Customer_12903,UK,2017-05-20,Silver
8592607,Customer_12904,USA,2015-04-28,Platinum
4567560,Customer_12905,France,2023-12-12,Silver
3545277,Customer_12906,USA,2018-02-22,Bronze
9759194,Customer_12907,India,2021-09-15,Silver
1890233,Customer_12908,India,2018-02-24,Silver
7860045,Customer_12909,USA,2022-02-24,Bronze
8736375,Customer_12910,UK,2016-07-18,Silver
5043484,Customer_12911,UK,2016-06-02,Silver
5065320,Customer_12912,USA,2017-04-09,Silver
4021742,Customer_12913,USA,2020-06-02,Bronze
7936704,Customer_12914,France,2015-02-08,Bronze
3431036,Customer_12915,India,2020-03-02,Bronze
8539149,Customer_12916, india ,2021-05-17,Silver
3994708,Customer_12917,Canada,2015-02-22,Bronze
9040655,Customer_12918,USA,2023-08-27,Bronze
9525543,Customer_12919, usa ,2022-06-12,Bronze
5415009,Customer_12920,India,2024-06-24,Silver
6091185,Customer_12921,UK,2021-10-24,Bronze
7397363,Customer_12922, france ,2020-10-09,Silver
3142196,Customer_12923,India,2019-07-09,Bronze
8092048,Customer_12924,USA,2020-09-22,Gold
4517358,Customer_12925,USA,2022-04-03,Gold
7810852,Customer_12926,UK,2021-04-12,Silver
9900781,Customer_12927,India,2022-04-03,Bronze
3223621,customer_12928,India,2018-08-21,Bronze
3842852,Customer_12929,USA,2015-06-27,Gold
2869027,Customer_12930,USA,2021-11-29,Silver
3728293,Customer_12931,India,2014-12-07,Platinum
3725737,Customer_12932,India,2018-06-08,Bronze
4563018,Customer_12933,USA,2014-12-20,Gold
2527203,Customer_12934,India,2018-09-08,Bronze
2507520,Customer_12935,USA,2019-04-03,Bronze
9313520,Customer_12936,USA,2016-04-13,Bronze
3950881,Customer_12937,India,2015-08-06,Bronze
2387058,Customer_12938,India,2024-05-30,Bronze
9291534,Customer_12939,Canada,2022-03-29,Platinum
1998152,Customer_12940,India,2024-09-16,Bronze
8851829,Customer_12941,USA,2015-03-12,Silver
8326294,Customer_12942,USA,2018-08-27,Bronze
2083184,Customer_12943,Germany,2023-04-25,Bronze
1802132,Customer_12944,India,2014-10-17,Gold
5496116,Customer_12945,India,2024-10-08,Bronze
1536585,Customer_12946,USA,2019-11-05,Bronze
3715238,customer_12947,USA,2014-08-02,Silver
8074530,Customer_12948,India,2015-07-14,Gold
8375751,Customer_12949,India,2017-11-21,Bronze
4977643,Customer_12950, india ,2024-06-26,Bronze
2562567,Customer_12951,India,2024-05-31,Bronze
1917232,Customer_12952,India,2022-04-01,Bronze
6889709,Customer_12953,Germany,2017-11-30,Silver
8257129,Customer_12954,USA,2018-04-17,Gold
2109504,Customer_12955, germany ,2018-01-11,Bronze
8095093,Customer_12956,Australia,2014-08-22,Bronze
5422936,Customer_12957,USA,2023-08-05,Silver
7456417,Customer_12958, india ,2024-03-20,Silver
7325236,Customer_12959, india ,2023-08-16,Gold
9428528,Customer_12960,India,2014-12-22,Gold
6637540,Customer_12961,Australia,2018-09-18,Gold
2602244,Customer_12962,USA,2022-03-13,Gold
6533636,Customer_12963,India,2020-06-29,Silver
5899738,Customer_12964,India,2017-11-26,Bronze
2062961,Customer_12965,India,2024-08-31,Silver
4694976,Customer_12966,India,2022-06-14,Bronze
1129524,Customer_12967,India,2014-03-13,Gold
9753426,Customer_12968,USA,2014-08-25,Bronze
5461212,Customer_12969,UK,2022-04-09,Bronze
4587902,Customer_12970,India,,Gold
7172963,Customer_12971,UK,2015-12-11,Bronze
9174763,Customer_12972,UK,2017-01-24,Silver
7295329,Customer_12973,USA,2024-08-16,Silver
7906909,Customer_12974,India,2019-01-14,Silver
4656477,Customer_12975,France,2014-11-18,Gold
3436353,Customer_12976,India,2014-12-10,Platinum
6063141,Customer_12977,UK,2019-01-01,Gold
8782383,Customer_12978,USA,2020-02-02,Bronze
1614410,Customer_12979,India,2019-02-17,Bronze
7691893,Customer_12980,France,2020-01-23,Gold
4133680,Customer_12981,India,2022-12-24,Bronze
5189072,Customer_12982,USA,2019-11-28,Silver
9390298,Customer_12983,Germany,2019-09-23,Silver
4129169,Customer_12984, india ,2014-08-19,Silver
4574594,Customer_12985,India,2018-11-05,Bronze
4740479,Customer_12986,India,2019-06-08,Silver
2306285,Customer_12987, india ,2022-10-17,Silver
9649438,Customer_12988,India,2023-02-13,Gold
4462324,Customer_12989,India,2023-04-24,Bronze
1798446,Customer_12990,USA,2018-11-09,Platinum
8095041,Customer_12991,Germany,2021-04-19,Bronze
8969786,Customer_12992,Australia,2021-04-15,Bronze
5864972,Customer_12993,France,2022-09-25,Silver
3257770,Customer_12994,India,2024-07-03,Bronze
5815361,Customer_12995,India,2022-08-03,Silver
7695864,Customer_12996, india ,2021-12-11,Bronze
7021045,Customer_12997,USA,2016-08-11,Silver
3081134,Customer_12998,Australia,2023-05-14,Bronze
9827746,Customer_12999,USA,2016-09-03,Silver
9849748,Customer_13000,USA,2017-01-12,Bronze
7932003,Customer_13001,India,2014-11-10,Gold
8053229,Customer_13002, germany ,2021-02-09,Bronze
2356143,Customer_13003,Canada,2017-08-19,Silver
9953317,Customer_13004,UK,2016-07-31,Platinum
3629180,Customer_13005,India,,Silver
9779150,Customer_13006, india ,2016-07-21,Platinum
6929691,Customer_13007,Germany,2021-09-22,Silver
1594794,Customer_13008,India,2021-04-03,Bronze
8845600,Customer_13009,UK,2023-06-23,Silver
7800231,Customer_13010,USA,2016-02-21,Gold
3066315,Customer_13011,USA,2015-09-21,Bronze
8868269,Customer_13012,France,2017-04-18,Bronze
7505847,Customer_13013,USA,2024-11-17,Bronze
7691303,Customer_13014,India,2014-04-24,Bronze
4989371,Customer_13015,France,2022-05-18,Bronze
6838805,Customer_13016,USA,,Gold
5414941,Customer_13017,India,2017-09-15,Bronze
4671468,Customer_13018,India,2024-09-06,Platinum
9781098,Customer_13019,India,2014-03-09,Platinum
4644197,Customer_13020,USA,2020-01-09,Bronze
1021050,Customer_13021,USA,2015-12-27,Bronze
8664910,Customer_13022,India,2023-09-01,Silver
6278805,Customer_13023,India,2024-12-08,Silver
9759228,Customer_13024,India,2020-08-30,Bronze
6080508,Customer_13025,UK,2019-06-13,Gold
7765318,Customer_13026,India,2014-02-11,Silver
8924135,Customer_13027, india ,2019-05-30,Silver
4962808,Customer_13028,UK,2020-02-12,Bronze
6381787,Customer_13029,India,2020-03-08,Gold
1879671,Customer_13030,India,2023-11-30,Silver
2148928,Customer_13031,Canada,2023-03-27,Bronze
5821872,Customer_13032,Germany,2022-05-14,Gold
8823044,Customer_13033, india ,2022-03-01,Silver
1814818,Customer_13034,USA,2017-10-28,Gold
4122703,Customer_13035,Australia,2022-03-11,Silver
4977596,Customer_13036,Germany,2016-08-11,Silver
8699986,Customer_13037,Canada,2021-08-21,Bronze
5388792,Customer_13038,India,2014-03-22,Bronze
2543451,Customer_13039,UK,2021-03-14,Bronze
9356795,Customer_13040,India,2014-02-21,Platinum
9774480,Customer_13041,Australia,2019-06-06,Bronze
1432188,Customer_13042,India,2017-03-02,Bronze
2094728,Customer_13043,UK,2023-10-01,Gold
3991695,Customer_13044,Germany,2014-12-14,Silver
5583914,Customer_13045, india ,2015-08-12,Bronze
8793404,Customer_13046,USA,2022-08-05,Bronze
6887362,Customer_13047,USA,2023-11-21,Bronze
1656493,Customer_13048,India,2021-03-03,Gold
3235525,Customer_13049,Canada,2014-09-07,Bronze
4415340,Customer_13050,India,2024-11-15,Silver
4865212,Customer_13051,USA,2024-09-13,Bronze
1455010,Customer_13052,India,2018-12-19,Bronze
9170490,Customer_13053,India,2014-10-08,Bronze
2734871,Customer_13054,USA,2022-04-12,Gold
9852212,Customer_13055,India,2017-12-05,Bronze
4742130,Customer_13056,USA,2023-04-21,Silver
7019907,Customer_13057,India,2024-08-29,Gold
2772845,Customer_13058,India,2018-04-25,Silver
5535464,Customer_13059,Australia,2022-09-01,Bronze
6667575,Customer_13060,Germany,2019-01-20,Gold
3991275,Customer_13061,Australia,2024-04-05,Silver
3200687,Customer_13062,USA,2021-11-05,Bronze
4425220,Customer_13063,USA,2014-03-09,Silver
4229343,Customer_13064,USA,2022-03-04,Silver
1261798,Customer_13065,USA,2023-08-10,Bronze
8488296,Customer_13066,USA,2023-06-03,Platinum
8364731,Customer_13067, usa ,2023-06-18,Bronze
5246437,Customer_13068,India,2018-11-04,Silver
3063058,Customer_13069, india ,2018-04-13,Silver
6320070,customer_13070, canada ,2017-12-12,Bronze
5129847,Customer_13071, germany ,2022-03-08,Bronze
6095561,Customer_13072, india ,2015-03-19,Silver
2331306,Customer_13073,India,2024-08-21,Bronze
2582775,Customer_13074, india ,2021-09-03,Silver
7026460,Customer_13075,France,2018-12-12,Platinum
3854104,Customer_13076,India,2017-02-02,Silver
6551415,Customer_13077,India,2023-07-09,Platinum
5847171,Customer_13078, india ,2021-10-02,Bronze
3409410,customer_13079,India,2022-12-05,Gold
7214154,Customer_13080,India,2023-05-29,Silver
9536698,Customer_13081,Germany,2017-09-06,Bronze
9002614,Customer_13082,India,2023-02-19,Bronze
3831382,Customer_13083,USA,2019-06-25,Gold
8305148,Customer_13084,Germany,2016-08-31,Bronze
7680063,Customer_13085,India,2020-09-27,Silver
7229296,Customer_13086,USA,,Bronze
7258274,Customer_13087, india ,2022-07-22,Bronze
4329188,Customer_13088,India,2020-02-14,Gold
7181329,Customer_13089,India,2020-01-09,Gold
4131444,Customer_13090,UK,2022-10-19,Silver
6970405,Customer_13091,India,2023-06-01,Bronze
7716928,Customer_13092,India,2021-04-22,Bronze
2064280,Customer_13093,India,2018-02-08,Gold
6988422,Customer_13094,India,2015-10-03,Bronze
2140390,Customer_13095,India,2020-09-26,Gold
7931173,Customer_13096,USA,2020-12-17,Bronze
8552356,Customer_13097,Canada,2024-10-26,Bronze
3245756,Customer_13098,India,2017-10-23,Silver
4806584,Customer_13099,India,2014-08-31,Gold
6315466,Customer_13100,India,2023-03-05,Silver
2982948,Customer_13101,UK,2015-12-19,Bronze
3063215,Customer_13102,India,2014-10-25,Silver
6076729,Customer_13103,Canada,2022-11-19,Bronze
4637726,Customer_13104,Germany,2022-01-17,Silver
7668919,customer_13105,USA,2018-07-10,Bronze
1393417,Customer_13106,India,2016-02-17,Platinum
7264098,Customer_13107, uk ,2018-06-25,Silver
1988922,Customer_13108,USA,2020-05-14,Gold
4227963,Customer_13109, germany ,2023-12-30,Silver
4724838,Customer_13110,Australia,2015-12-19,Bronze
1387770,Customer_13111,India,2014-11-24,Gold
7605734,Customer_13112,India,2020-10-05,Bronze
7830882,Customer_13113,UK,2024-01-15,Gold
5584675,Customer_13114, india ,2024-10-07,Bronze
6554865,Customer_13115,India,2021-09-21,Gold
7303342,Customer_13116,Germany,2015-03-28,Gold
3527963,Customer_13117,India,2014-12-16,Silver
8634197,Customer_13118, usa ,2024-03-28,Gold
7816085,Customer_13119,India,2021-11-02,Silver
3033349,Customer_13120,Canada,2021-09-09,Bronze
8695439,Customer_13121,India,2024-06-24,Gold
5563607,Customer_13122,India,2023-12-19,Silver
2260067,Customer_13123,USA,2022-08-07,Bronze
1576897,Customer_13124,India,2022-11-06,Gold
5402063,Customer_13125,Germany,2016-05-14,Bronze
4492027,Customer_13126,India,2015-05-06,Gold
4763375,Customer_13127,Canada,2015-03-24,Bronze
3173205,Customer_13128,USA,2023-01-09,Bronze
9061530,Customer_13129,UK,2024-08-24,Bronze
1473518,Customer_13130,India,2014-05-10,Silver
2383824,Customer_13131,India,2016-02-18,Silver
1230986,Customer_13132,India,2023-12-25,Bronze
9661512,Customer_13133, france ,2020-12-18,Gold
6672795,Customer_13134,India,2017-10-05,Gold
8083189,Customer_13135,Canada,2023-06-10,Gold
1844129,Customer_13136,France,2019-02-12,Bronze
9141492,Customer_13137,Germany,2022-05-12,Bronze
2610932,Customer_13138,USA,2023-11-23,Silver
6468306,Customer_13139,USA,2015-11-27,Gold
8900730,Customer_13140,UK,2014-05-16,Silver
3654009,Customer_13141,UK,2015-10-16,Bronze
7831394,Customer_13142, germany ,2019-06-24,Gold
3041211,Customer_13143,USA,2014-04-23,Bronze
8662755,Customer_13144,India,2017-01-08,Bronze
7106993,Customer_13145,USA,2018-05-31,Bronze
4918246,Customer_13146,India,2024-04-10,Gold
8160527,Customer_13147,India,2018-11-01,Gold
3166226,Customer_13148,India,2017-08-22,Silver
2746950,Customer_13149,USA,2020-12-30,Silver
8784709,Customer_13150,India,2024-11-25,Bronze
5809901,Customer_13151,India,2017-08-23,Bronze
7759205,customer_13152,India,2020-05-29,Bronze
4625461,Customer_13153,India,2021-12-12,Bronze
5664172,Customer_13154,India,2015-12-24,Platinum
4605343,Customer_13155,India,2021-09-21,Gold
8321275,Customer_13156,Germany,2020-02-07,Silver
9666818,Customer_13157,India,2022-04-01,Gold
8974007,Customer_13158,USA,2021-04-17,Silver
3488771,Customer_13159,India,2022-04-27,Bronze
3799610,Customer_13160,India,2023-07-22,Silver
3001563,Customer_13161,USA,2018-04-30,Bronze
8499558,Customer_13162,Germany,2020-01-17,Bronze
2512550,Customer_13163, uk ,2023-05-25,Bronze
4266508,Customer_13164,Canada,2015-11-17,Bronze
2587234,Customer_13165,Australia,2014-01-15,Platinum
2829156,Customer_13166,USA,2024-05-11,Bronze
7403863,Customer_13167,India,2024-04-02,Silver
3282169,Customer_13168,UK,2016-02-15,Silver
1253526,Customer_13169,India,2019-07-21,Silver
6303920,Customer_13170,USA,2019-06-15,Bronze
7365177,customer_13171,India,2014-03-28,Gold
3687026,Customer_13172,UK,2014-05-26,Bronze
4132534,Customer_13173,UK,2014-12-11,Platinum
4314537,Customer_13174,USA,2021-02-22,Silver
2751457,Customer_13175,India,2016-04-17,Silver
3137932,Customer_13176,UK,2019-01-26,Gold
2660391,Customer_13177,USA,2014-07-03,Bronze
1576609,Customer_13178,USA,2019-01-05,Platinum
3629034,Customer_13179,Canada,2022-08-23,Bronze
7870037,Customer_13180,Germany,2023-09-23,Gold
7724901,Customer_13181,India,2023-06-13,Gold
1303435,Customer_13182,USA,2016-01-19,Bronze
9134914,Customer_13183,USA,2024-11-09,Bronze
6613394,Customer_13184,UK,2015-12-28,Gold
9778408,Customer_13185,India,2021-11-05,Bronze
3442496,Customer_13186,UK,2019-06-13,Bronze
2856813,Customer_13187,Canada,2023-11-01,Gold
5843635,Customer_13188,Germany,2023-12-19,Bronze
5507550,Customer_13189,USA,2015-12-17,Bronze
9654214,Customer_13190,India,2024-08-23,Bronze
4458844,Customer_13191,France,2017-05-14,Bronze
2855545,Customer_13192,France,2018-07-16,Gold
9163482,Customer_13193,USA,2014-03-17,Bronze
1664714,Customer_13194,India,2015-08-31,Bronze
8808836,Customer_13195,India,2022-10-30,Bronze
8850799,Customer_13196,India,2015-06-02,Bronze
2799486,Customer_13197,India,2021-10-01,Silver
4510921,Customer_13198,France,2016-01-27,Silver
8638297,Customer_13199,India,2017-08-08,Gold
8590922,Customer_13200,India,2021-12-20,Gold
5383766,Customer_13201,India,2024-09-24,Bronze
6696830,Customer_13202,USA,2015-11-10,Gold
4410713,Customer_13203,USA,2015-10-01,Gold
1223147,Customer_13204,Canada,2024-02-08,Bronze
7008025,Customer_13205,India,2020-01-24,Silver
9740212,Customer_13206,USA,2017-11-01,Silver
7756923,Customer_13207,India,2014-01-24,Silver
7160883,Customer_13208,USA,2015-05-09,Silver
4872968,Customer_13209,USA,2018-05-25,Silver
4907988,Customer_13210,USA,2016-06-02,Bronze
7295515,Customer_13211,India,2016-06-18,Bronze
1151545,Customer_13212,India,2018-09-15,Silver
7856176,Customer_13213,USA,2023-11-15,Silver
8958849,Customer_13214, india ,2014-01-22,Bronze
7611075,Customer_13215,Canada,2018-10-24,Gold
1893421,Customer_13216,India,2014-09-10,Gold
9965127,Customer_13217,USA,2022-05-29,Bronze
8669292,Customer_13218,India,2018-02-15,Bronze
3507875,Customer_13219, india ,2019-03-09,Gold
8627619,Customer_13220,India,2019-09-15,Silver
2517068,Customer_13221,UK,2015-11-24,Silver
8943855,Customer_13222,France,2020-04-06,Bronze
9479546,Customer_13223,India,2021-01-05,Bronze
7425129,Customer_13224,USA,2016-07-18,Silver
2331596,Customer_13225, germany ,2019-03-25,Silver
3684424,Customer_13226,India,2021-03-01,Silver
4903321,Customer_13227, india ,2014-05-19,Platinum
2353059,Customer_13228, france ,2021-06-19,Bronze
1971316,Customer_13229,Germany,2016-02-02,Silver
1745377,Customer_13230,India,2019-04-11,Bronze
4718614,Customer_13231,USA,2019-10-14,Bronze
7171076,Customer_13232, usa ,2014-04-29,Bronze
4049841,Customer_13233,India,2020-10-22,Silver
2847005,Customer_13234,India,2019-05-05,Bronze
1210380,Customer_13235,USA,2019-12-05,Gold
2140078,Customer_13236,USA,2021-10-17,Bronze
4515036,Customer_13237,France,2015-09-29,Bronze
8651263,Customer_13238,Canada,2017-03-18,Bronze
7702288,Customer_13239,UK,2018-01-14,Silver
2346130,Customer_13240,USA,2015-01-19,Bronze
1156467,Customer_13241,Australia,2020-11-13,Bronze
8577106,Customer_13242,USA,,Bronze
6840465,Customer_13243,Australia,2016-02-04,Silver
4265919,Customer_13244,India,2020-01-16,Gold
9001864,Customer_13245,India,2018-07-07,Bronze
5200782,Customer_13246, australia ,2018-11-05,Silver
4761161,Customer_13247,India,2016-10-31,Bronze
9922688,Customer_13248, india ,2024-10-18,Bronze
3214605,customer_13249,India,2021-03-25,Bronze
8684859,Customer_13250, usa ,2022-06-17,Bronze
1417022,Customer_13251,Australia,2023-12-08,Bronze
2929887,Customer_13252,USA,2015-06-29,Bronze
4775995,Customer_13253,USA,2024-08-07,Silver
3335203,Customer_13254,UK,2023-03-30,Bronze
3031415,Customer_13255, india ,2021-04-22,Bronze
2633757,Customer_13256,Germany,2018-08-29,Gold
7218543,Customer_13257,USA,2019-09-17,Gold
7298572,Customer_13258,USA,2019-06-27,Gold
3573598,Customer_13259,Canada,2014-02-28,Silver
2627644,Customer_13260,UK,2017-04-03,Silver
2920287,Customer_13261, india ,2014-02-19,Gold
7471608,Customer_13262, india ,2015-06-21,Gold
